,Rainfall,LakeLevel,DayOfWeek,Month,AverageGate,FlowRate,IsWeekend
2021-01-04,35.330855018587364,279.122375,0,1,199.0,12.848710569326052,False
2021-01-05,0.0,279.13104166666665,1,1,199.0,12.859791676813837,False
2021-01-06,0.0,279.13195833333333,2,1,199.0,12.859791676813837,False
2021-01-07,0.0,279.13149999999996,3,1,199.0,12.837629461838269,False
2021-01-08,14.72118959107807,279.14079166666664,4,1,199.0,12.881967968979348,False
2021-01-09,0.0,279.14579166666664,5,1,199.0,12.904158331949418,True
2021-01-10,0.0,279.14079166666664,6,1,199.0,12.904158331949418,True
2021-01-11,0.0,279.13849999999996,0,1,199.0,12.881967968979348,False
2021-01-12,0.0,279.14062499999994,1,1,199.0,12.870879822896592,False
2021-01-13,0.0,279.1385833333333,2,1,199.0,12.859791676813837,False
2021-01-14,0.0,279.1365833333333,3,1,199.0,12.859791676813837,False
2021-01-15,0.0,279.1352083333333,4,1,199.0,12.859791676813837,False
2021-01-16,0.0,279.13325,5,1,199.0,12.815481330447833,True
2021-01-17,1.9628252788104088,279.1289166666666,6,1,199.0,12.793347289047665,True
2021-01-18,0.4907063197026022,279.11954166666663,0,1,199.0,12.771227344052743,False
2021-01-19,0.4907063197026022,279.1190833333333,1,1,199.0,12.727029768988546,False
2021-01-20,4.907063197026023,279.114875,2,1,199.0,12.727029768988546,False
2021-01-21,0.4907063197026022,279.10929166666665,3,1,199.0,12.6828886567746,False
2021-01-22,0.0,279.10295833333333,4,1,199.0,12.6828886567746,False
2021-01-23,0.0,279.0926666666666,5,1,199.0,12.6388040590906,True
2021-01-24,0.0,279.08574999999996,6,1,199.0,12.616782969391211,True
2021-01-25,0.4907063197026022,279.0815833333333,0,1,199.0,12.594776027777248,False
2021-01-26,0.0,279.0817916666667,1,1,199.0,12.5727832407541,False
2021-01-27,0.0,279.08687499999996,2,1,199.0,12.528840156552825,False
2021-01-28,0.0,279.07737499999996,3,1,199.0,12.484953769034757,False
2021-01-29,0.0,279.0730833333333,4,1,199.0,12.463031852904065,False
2021-01-30,0.0,279.0647083333333,5,1,199.0,12.419230608733937,True
2021-01-31,0.0,279.05749999999995,6,1,199.0,12.364560752053206,True
2021-02-01,0.0,279.05379166666665,0,2,199.0,12.33179865728452,False
2021-02-02,0.0,279.05016666666666,1,2,199.0,12.288168055824077,False
2021-02-03,0.0,279.04658333333333,2,2,199.0,12.255484281627869,False
2021-02-04,0.0,279.04141666666663,3,2,199.0,12.26637412189034,False
2021-02-05,0.0,279.0335833333333,4,2,199.0,12.201077867238835,False
2021-02-06,0.0,279.0255833333333,5,2,199.0,12.135910073750331,True
2021-02-07,0.0,279.0177083333333,6,2,199.0,12.07087092271064,True
2021-02-08,0.0,279.013125,0,2,199.0,12.04921982436712,False
2021-02-09,2.453531598513011,279.01174999999995,1,2,199.0,12.00596059627794,False
2021-02-10,17.665427509293682,279.0274166666666,2,2,199.0,12.1576183869447,False
2021-02-11,1.4721189591078065,279.03316666666666,3,2,199.0,12.201077867238835,False
2021-02-12,0.0,279.0234583333333,4,2,199.0,12.1576183869447,False
2021-02-13,0.0,279.02466666666663,5,2,199.0,12.125063063952283,True
2021-02-14,0.0,279.0174583333333,6,2,199.0,12.07087092271064,True
2021-02-15,20.616257088846883,279.031,0,2,199.0,12.114216054154236,False
2021-02-16,15.587901701323252,279.0575416666666,1,2,199.0,12.408290951296614,False
2021-02-17,0.0,279.04804347826087,2,2,199.0,12.353635311520916,False
2021-02-18,0.0,279.04574999999994,3,2,199.0,12.26637412189034,False
2021-02-19,0.0,279.042625,4,2,199.0,12.244594441365397,False
2021-02-20,0.0,279.03875,5,2,199.0,12.222829020920836,True
2021-02-21,0.0,279.0374166666666,6,2,199.0,12.179340987012289,True
2021-02-22,0.0,279.03570833333333,0,2,199.0,12.179340987012289,False
2021-02-23,0.0,279.03441666666663,1,2,199.0,12.135910073750331,False
2021-02-24,0.0,279.0254583333333,2,2,199.0,12.114216054154236,False
2021-02-25,2.514177693761815,279.02,3,2,199.0,12.114216054154236,False
2021-02-26,0.0,279.015875,4,2,199.0,12.07087092271064,False
2021-02-27,0.0,279.012,5,2,199.0,12.04921982436712,True
2021-02-28,3.0170132325141776,279.012,6,2,199.0,12.04921982436712,True
2021-03-01,6.034026465028356,279.0134583333333,0,3,199.0,12.06004537353888,False
2021-03-02,3.017013232514178,279.0154166666667,1,3,199.0,12.07087092271064,False
2021-03-03,1.005671077504726,279.0129166666666,2,3,200.0,12.07087092271064,False
2021-03-04,43.24385633270326,279.020875,3,3,200.0,12.114216054154236,False
2021-03-05,0.0,279.034625,4,3,200.0,12.211953444079835,False
2021-03-06,1.005671077504726,279.03237499999994,5,3,200.0,12.201077867238835,True
2021-03-07,2.5141776937618148,279.02437499999996,6,3,200.0,12.1576183869447,True
2021-03-08,0.0,279.01129166666664,0,3,200.0,12.114216054154236,False
2021-03-09,0.0,279.0097083333333,1,3,200.0,12.092536334892158,False
2021-03-10,0.0,279.00899999999996,2,3,200.0,12.04921982436712,False
2021-03-11,18.604914933837428,279.0176666666666,3,3,200.0,12.103376194523197,False
2021-03-12,0.0,279.04179166666665,4,3,200.0,12.288168055824077,False
2021-03-13,0.0,279.03845833333327,5,3,200.0,12.244594441365397,True
2021-03-14,1.005671077504726,279.03591666666665,6,3,200.0,12.222829020920836,True
2021-03-15,0.0,279.03766666666667,0,3,200.0,12.211953444079835,False
2021-03-16,0.0,279.03387499999997,1,3,200.0,12.201077867238835,False
2021-03-17,0.0,279.0321666666666,2,3,200.0,12.201077867238835,False
2021-03-18,0.0,279.0262916666666,3,3,200.0,12.190209427125563,False
2021-03-19,0.0,279.01675,4,3,200.0,12.135910073750331,False
2021-03-20,0.0,279.0095416666666,5,3,200.0,12.114216054154236,True
2021-03-21,0.0,279.00370833333335,6,3,200.0,12.04921982436712,True
2021-03-22,0.0,278.998875,0,3,200.0,12.00596059627794,False
2021-03-23,0.0,278.9940833333333,1,3,200.0,11.984352480101531,False
2021-03-24,0.0,278.99162499999994,2,3,200.0,11.930396741090219,False
2021-03-25,0.0,278.98704166666664,3,3,200.0,11.908838849013058,False
2021-03-26,0.0,278.9862083333333,4,3,200.0,11.887295321804014,False
2021-03-27,0.0,278.98479166666664,5,3,200.0,11.87652715027216,True
2021-03-28,0.0,278.9807916666667,6,3,200.0,11.833497596452858,True
2021-03-29,13.5765595463138,278.98954166666664,0,3,200.0,11.94117927749019,False
2021-03-30,17.599243856332702,279.01504166666666,1,3,200.0,12.135910073750331,False
2021-03-31,26.65028355387524,279.0310416666667,2,3,200.0,12.179340987012289,False
2021-04-01,0.0,279.0455416666666,3,4,200.0,12.33179865728452,False
2021-04-02,0.0,279.04041666666666,4,4,200.0,12.309976236505609,False
2021-04-03,0.0,279.04074999999995,5,4,200.0,12.288168055824077,True
2021-04-04,0.0,279.03779166666664,6,4,200.0,12.26637412189034,True
2021-04-05,0.0,279.0312083333333,0,4,200.0,12.244594441365397,False
2021-04-06,0.0,279.03141666666664,1,4,200.0,12.26637412189034,False
2021-04-07,0.0,279.0344166666667,2,4,200.0,12.233711731143117,False
2021-04-08,0.0,279.0350833333333,3,4,200.0,12.244594441365397,False
2021-04-09,3.0170132325141776,279.0390833333333,4,4,200.0,12.244594441365397,False
2021-04-10,12.068052930056712,279.05524999999994,5,4,200.0,12.309976236505609,True
2021-04-11,9.051039697542533,279.0759166666666,6,4,200.0,12.528840156552825,True
2021-04-12,4.525519848771267,279.0845833333333,0,4,200.0,12.5727832407541,False
2021-04-13,0.502835538752363,279.09066666666666,1,4,200.0,12.594776027777248,False
2021-04-14,9.553875236294896,279.09712499999995,2,4,200.0,12.616782969391211,False
2021-04-15,0.0,279.0997083333333,3,4,200.0,12.627793514240906,False
2021-04-16,0.0,279.0967083333333,4,4,200.0,12.627793514240906,False
2021-04-17,7.542533081285444,279.09999999999997,5,4,200.0,12.6388040590906,True
2021-04-18,0.0,279.0985,6,4,200.0,12.594776027777248,True
2021-04-19,0.0,279.097375,0,4,200.0,12.583779634265674,False
2021-04-20,14.079395085066164,279.1017083333333,1,4,200.0,12.60577949858423,False
2021-04-21,27.655954631379963,279.1671666666667,2,4,200.0,13.082187021663923,False
2021-04-22,0.0,279.1694583333333,3,4,200.0,13.0598843209558,False
2021-04-23,0.0,279.1719166666666,4,4,200.0,13.048739980638478,False
2021-04-24,2.011342155009452,279.17125,5,4,200.0,13.0598843209558,True
2021-04-25,0.0,279.1659583333333,6,4,200.0,13.01532098606743,True
2021-04-26,0.0,279.16366666666664,0,4,200.0,13.004190675289573,False
2021-04-27,0.0,279.16270833333334,1,4,200.0,12.970813781980722,False
2021-04-28,0.0,279.1608333333333,2,4,200.0,12.948581244810953,False
2021-04-29,0.0,279.15891666666664,3,4,200.0,12.948581244810953,False
2021-04-30,0.0,279.15545833333334,4,4,200.0,12.915260545648971,False
2021-05-01,0.0,279.15299999999996,5,5,200.0,12.904158331949418,True
2021-05-02,0.0,279.14725,6,5,200.0,12.870879822896592,True
2021-05-03,0.0,279.141375,0,5,200.0,12.848710569326052,False
2021-05-04,0.0,279.1388333333333,1,5,200.0,12.815481330447833,False
2021-05-05,0.0,279.13483333333335,2,5,200.0,12.815481330447833,False
2021-05-06,0.0,279.133625,3,5,200.0,12.815481330447833,False
2021-05-07,0.0,279.1344583333333,4,5,200.0,12.771227344052743,False
2021-05-08,3.5194986072423418,279.1360833333333,5,5,200.0,12.793347289047665,True
2021-05-09,3.016713091922007,279.1380833333333,6,5,200.0,12.804414309747749,True
2021-05-10,3.0167130919220075,279.1407083333333,0,5,200.0,12.837629461838269,False
2021-05-11,6.033426183844015,279.1460833333333,1,5,200.0,12.859791676813837,False
2021-05-12,2.011142061281338,279.1490416666666,2,5,200.0,12.881967968979348,False
2021-05-13,6.033426183844015,279.14899999999994,3,5,200.0,12.881967968979348,False
2021-05-14,0.0,279.14641666666665,4,5,200.0,12.859791676813837,False
2021-05-15,9.050139275766021,279.16175,5,5,200.0,12.981937073246218,True
2021-05-16,0.0,279.16679166666665,6,5,200.0,12.970813781980722,True
2021-05-17,7.038997214484684,279.16770833333334,0,5,200.0,12.993060364511717,False
2021-05-18,5.027855153203345,279.16770833333334,1,5,200.0,13.004190675289573,False
2021-05-19,0.0,279.167875,2,5,209.0,13.28354119536965,False
2021-05-20,0.0,279.169,3,5,209.0,13.305983752011572,False
2021-05-21,0.0,279.1696666666666,4,5,209.0,13.305983752011572,False
2021-05-22,0.0,279.16625,5,5,209.0,13.28354119536965,True
2021-05-23,0.0,279.16112499999997,6,5,209.0,13.28354119536965,True
2021-05-24,0.0,279.15513636363636,0,5,209.0,13.238697960872864,False
2021-05-25,0.0,279.1513333333333,1,5,209.0,13.193910606220712,False
2021-05-26,0.0,279.1458333333333,2,5,209.0,13.16035854035984,False
2021-05-27,0.0,279.13991666666664,3,5,209.0,13.126834458119284,False
2021-05-28,0.0,279.1399583333333,4,5,209.0,13.104503736147816,False
2021-05-29,35.19498607242342,279.1621666666667,5,5,209.0,13.28354119536965,True
2021-05-30,7.541782729805019,279.19379166666664,6,5,209.0,13.46347193934032,True
2021-05-31,0.5027855153203346,279.1927083333333,0,5,300.0,17.6668459180513,False
2021-06-01,0.0,279.1811666666666,1,6,300.0,17.629475100366307,False
2021-06-02,0.0,279.1714583333333,2,6,300.0,17.517550549996763,False
2021-06-03,0.0,279.16254166666664,3,6,300.0,17.418284092326093,False
2021-06-04,0.0,279.1535833333333,4,6,300.0,17.33159813358295,False
2021-06-05,0.5027855153203346,279.1410833333333,5,6,300.0,17.220375309279504,True
2021-06-06,22.625348189415053,279.1658333333333,6,6,300.0,17.405892024333635,True
2021-06-07,7.0389972144846835,279.19199999999995,0,6,300.0,17.66683944413178,False
2021-06-08,0.0,279.17812499999997,1,6,300.0,17.592136666721895,False
2021-06-09,0.0,279.17108333333334,2,6,300.0,17.492714458242173,False
2021-06-10,0.0,279.1640833333333,3,6,300.0,17.418284092326093,False
2021-06-11,0.0,279.15708333333333,4,6,300.0,17.34397069258534,False
2021-06-12,0.0,279.14870833333333,5,6,300.0,17.294493472345756,True
2021-06-13,1.005571030640669,279.1430833333333,6,6,300.0,17.220375309279504,True
2021-06-14,27.150417827298064,279.1624166666666,0,6,300.0,17.31922557458056,False
2021-06-15,11.06128133704736,279.1897916666666,1,6,300.0,17.69176627203157,False
2021-06-16,0.0,279.1897916666666,2,6,300.0,17.66683944413178,False
2021-06-17,0.0,279.18525,3,6,300.0,17.61702463666158,False
2021-06-18,0.0,279.17991666666666,4,6,300.0,17.54239961855582,False
2021-06-19,40.222841225626766,279.19874999999996,5,6,300.0,17.754219159727533,True
2021-06-20,31.172701949860738,279.23066666666665,6,6,1000.0,35.88050635297742,True
2021-06-21,2.011142061281338,279.1884583333333,0,6,1200.0,36.52971028571175,False
2021-06-22,0.0,279.1447083333333,1,6,1200.0,35.33209932702344,False
2021-06-23,0.0,279.11175,2,6,499.0,23.870950293851088,False
2021-06-24,0.0,279.1038333333333,3,6,350.0,18.852321361761298,False
2021-06-25,0.0,279.10454166666665,4,6,350.0,18.890616445306463,False
2021-06-26,3.016713091922007,279.10816666666665,5,6,350.0,18.890616445306463,True
2021-06-27,12.569637883008363,279.11716666666666,6,6,350.0,18.980092475945213,True
2021-06-28,3.519498607242342,279.1285833333333,0,6,350.0,19.159514458193915,False
2021-06-29,0.0,279.1236,1,6,400.0,20.98764343113129,False
2021-06-30,0.0,279.11429166666665,2,6,400.0,20.855034975014668,False
2021-07-01,0.0,279.1068333333333,3,7,400.0,20.72273637833897,False
2021-07-02,0.0,279.1009583333333,4,7,400.0,20.64350616893219,False
2021-07-03,0.0,279.09404166666667,5,7,400.0,20.590748160792597,True
2021-07-04,0.0,279.0885,6,7,400.0,20.47222612794782,True
2021-07-05,0.0,279.0814583333333,0,7,400.0,20.38021390699737,False
2021-07-06,3.0167130919220075,279.08437499999997,1,7,330.0,17.829096668216117,False
2021-07-07,52.792479108635135,279.13145833333334,2,7,330.0,18.546948420289628,False
2021-07-08,0.0,279.1370416666667,3,7,330.0,18.534266303442653,False
2021-07-09,0.0,279.1356666666666,4,7,350.0,19.33955747879221,False
2021-07-10,0.0,279.1329583333333,5,7,350.0,19.313799082561,True
2021-07-11,0.0,279.13149999999996,6,7,350.0,19.275186785418857,True
2021-07-12,0.0,279.1266666666666,0,7,350.0,19.210892017010064,False
2021-07-13,0.0,279.11829166666666,1,7,350.0,19.159514458193915,False
2021-07-14,0.0,279.11525,2,7,350.0,19.082543187900544,False
2021-07-15,0.0,279.1121666666666,3,7,350.0,19.031292438599152,False
2021-07-16,0.5027855153203346,279.11112499999996,4,7,350.0,18.980092475945213,False
2021-07-17,46.75905292479111,279.15654166666667,5,7,350.0,19.43000239265064,True
2021-07-18,6.033426183844014,279.1752916666666,6,7,500.0,24.93754225606805,True
2021-07-19,2.011142061281338,279.16545833333333,0,7,500.0,24.782106288482627,False
2021-07-20,0.0,279.1546666666666,1,7,500.0,24.62702563788638,False
2021-07-21,14.643356643356642,279.1465,2,7,500.0,24.48635597520283,False
2021-07-22,6.833566433566434,279.1569583333333,3,7,500.0,24.683376572397616,False
2021-07-23,0.0,279.146125,4,7,500.0,24.472306823851397,False
2021-07-24,0.0,279.13379166666664,5,7,500.0,24.31794450575611,True
2021-07-25,2.440559440559441,279.12949999999995,6,7,500.0,24.094062583885496,True
2021-07-26,53.2041958041958,279.16137499999996,0,7,500.0,24.852719731873094,False
2021-07-27,3.904895104895105,279.17387499999995,1,7,500.0,24.965842056830077,False
2021-07-28,0.0,279.166625,2,7,500.0,24.88097813129812,False
2021-07-29,0.0,279.16091666666665,3,7,500.0,24.7397749322995,False
2021-07-30,0.0,279.155,4,7,500.0,24.612946800979294,False
2021-07-31,1.9524475524475524,279.1499166666667,5,7,500.0,24.45825767249996,True
2021-08-01,0.0,279.1390833333333,6,8,500.0,24.37403408869531,True
2021-08-02,0.0,279.1310833333333,0,8,500.0,24.24790097388603,False
2021-08-03,2.928671328671329,279.1259583333333,1,8,500.0,24.177928914323296,False
2021-08-04,0.0,279.1160833333333,2,8,500.0,23.96846596560979,False
2021-08-05,9.762237762237762,279.116,3,8,500.0,23.96846596560979,False
2021-08-06,2.928671328671329,279.11765217391303,4,8,500.0,23.982407875442163,False
2021-08-07,1.4643356643356644,279.1060833333333,5,8,500.0,23.857026314956556,True
2021-08-08,7.321678321678322,279.1066666666666,6,8,500.0,23.75967213179027,True
2021-08-09,0.4881118881118881,279.0965416666666,0,8,500.0,23.870944313202628,False
2021-08-10,0.0,279.07987499999996,1,8,579.0,25.42024411799991,False
2021-08-11,0.0,279.07124999999996,2,8,579.0,25.19266571860308,False
2021-08-12,0.0,279.0592083333333,3,8,579.0,24.93754225606805,False
2021-08-13,1.4643356643356644,279.051,4,8,579.0,24.7397749322995,False
2021-08-14,0.0,279.03804166666663,5,8,579.0,24.59886796407221,True
2021-08-15,0.0,279.0292083333333,6,8,579.0,24.34598334752888,True
2021-08-16,0.0,279.01716666666664,0,8,579.0,24.094062583885496,False
2021-08-17,1.9524475524475524,279.0108333333333,1,8,579.0,23.96846596560979,False
2021-08-18,5.369230769230769,279.0070416666667,2,8,579.0,23.870944313202628,False
2021-08-19,0.4881118881118881,279.0036666666667,3,8,399.0,19.429812979018266,False
2021-08-20,0.0,279.0035833333333,4,8,399.0,19.41690850808264,False
2021-08-21,0.0,279.0065,5,8,399.0,19.41690850808264,True
2021-08-22,0.0,279.00654166666664,6,8,399.0,19.391112195983,True
2021-08-23,0.0,279.00337499999995,0,8,399.0,19.36532851807708,False
2021-08-24,0.0,279.002125,1,8,399.0,19.36532851807708,False
2021-08-25,0.0,278.99924999999996,2,8,399.0,19.28805333382135,False
2021-08-26,0.0,278.99808333333334,3,8,399.0,19.28805333382135,False
2021-08-27,4.881118881118881,278.99808333333334,4,8,349.0,18.438110250579022,False
2021-08-28,16.107692307692307,279.02825,5,8,349.0,17.966814566033374,True
2021-08-29,0.4881118881118881,279.0457083333333,6,8,349.0,18.167829735231916,True
2021-08-30,0.0,279.04833333333335,0,8,349.0,18.167829735231916,False
2021-08-31,0.9762237762237762,279.0495833333333,1,8,349.0,18.167829735231916,False
2021-09-01,0.0,279.0485416666666,2,9,349.0,18.142657804733197,False
2021-09-02,0.0,279.04687499999994,3,9,349.0,18.117498731778383,False
2021-09-03,0.0,279.0466666666666,4,9,349.0,18.142657804733197,False
2021-09-04,0.0,279.04612499999996,5,9,349.0,18.09235252106659,True
2021-09-05,0.0,279.0434583333333,6,9,349.0,18.06721917730288,True
2021-09-06,0.9762237762237762,279.04366666666664,0,9,349.0,18.06721917730288,False
2021-09-07,32.7034965034965,279.07037499999996,1,9,349.0,18.49629030629864,False
2021-09-08,2.4405594405594404,279.08508333333333,2,9,349.0,18.5977152325018,False
2021-09-09,0.0,279.0859166666666,3,9,349.0,18.572325437125546,False
2021-09-10,0.9762237762237762,279.087,4,9,349.0,18.559636928707587,False
2021-09-11,3.9048951048951044,279.0912916666666,5,9,349.0,18.673961243939814,True
2021-09-12,0.0,279.09212499999995,6,9,349.0,18.648533140496554,True
2021-09-13,0.0,279.09233333333333,0,9,349.0,18.623117801822264,False
2021-09-14,4.393006993006993,279.09499999999997,1,9,349.0,18.648533140496554,False
2021-09-15,5.369230769230769,279.10049999999995,2,9,349.0,18.724855726821588,False
2021-09-16,35.63216783216783,279.1299583333333,3,9,349.0,19.108193937898672,False
2021-09-17,0.4881118881118881,279.14279166666665,4,9,349.0,19.300926208191175,False
2021-09-18,0.0,279.14687499999997,5,9,349.0,19.24946001680552,True
2021-09-19,0.0,279.143875,6,9,349.0,19.210892017010064,True
2021-09-20,0.0,279.1415416666666,0,9,349.0,19.18519690272162,False
2021-09-21,0.0,279.13870833333334,1,9,349.0,19.159514458193915,False
2021-09-22,0.9762237762237762,279.1445833333333,2,9,349.0,19.146679573045358,False
2021-09-23,59.54965034965034,279.1975833333333,3,9,349.0,20.0397988371068,False
2021-09-24,0.0,279.2092083333333,4,9,500.0,25.448744396348527,False
2021-09-25,0.0,279.19849999999997,5,9,500.0,25.277925159892725,True
2021-09-26,2.928671328671329,279.1911304347826,6,9,500.0,25.1075183032814,True
2021-09-27,3.416783216783217,279.18091666666663,0,9,500.0,24.93754225606805,False
2021-09-28,1.9524475524475524,279.1734583333333,1,9,500.0,24.824461332448067,False
2021-09-29,0.0,279.1589583333333,2,9,500.0,24.62702563788638,False
2021-09-30,0.4881118881118881,279.1468333333333,3,9,500.0,24.45825767249996,False
2021-10-01,0.0,279.1358333333333,4,10,500.0,24.261902534840537,False
2021-10-02,0.0,279.1268333333333,5,10,500.0,24.094062583885496,True
2021-10-03,0.0,279.11854166666666,6,10,500.0,23.898798249804265,True
2021-10-04,10.25034965034965,279.1297916666667,0,10,399.0,21.0673570222463,False
2021-10-05,0.4881118881118881,279.12854166666665,1,10,399.0,21.0673570222463,False
2021-10-06,0.4881118881118881,279.12854166666665,2,10,399.0,21.000922845546974,False
2021-10-07,15.61958041958042,279.1370833333333,3,10,399.0,21.04077345837275,False
2021-10-08,26.35804195804196,279.1690833333333,4,10,399.0,21.655315618853887,False
2021-10-09,0.0,279.16654166666666,5,10,399.0,21.57478873443266,True
2021-10-10,0.0,279.16274999999996,6,10,399.0,21.53456828062995,True
2021-10-11,0.0,279.15749999999997,0,10,399.0,21.42744487120052,False
2021-10-12,8.739403453689167,279.16204166666665,1,10,399.0,21.41406674577493,False
2021-10-13,0.0,279.1585416666666,2,10,399.0,21.42744487120052,False
2021-10-14,0.0,279.1534583333333,3,10,399.0,21.36059117312705,False
2021-10-15,0.0,279.1434583333333,4,10,399.0,21.240452853993347,False
2021-10-16,0.0,279.136375,5,10,399.0,21.147181865565287,True
2021-10-17,11.959183673469388,279.14016666666663,6,10,399.0,21.09395912609626,True
2021-10-18,24.378335949764523,279.17325,0,10,399.0,21.695622019360215,False
2021-10-19,0.0,279.16954166666665,1,10,399.0,21.588203742453285,False
2021-10-20,0.0,279.1684583333333,2,10,399.0,21.494372407150752,False
2021-10-21,0.0,279.16379166666667,3,10,399.0,21.44082299662611,False
2021-10-22,0.0,279.15825,4,10,399.0,21.333871859436655,False
2021-10-23,0.0,279.1526666666667,5,10,399.0,21.253787857633885,True
2021-10-24,1.379905808477237,279.1415416666666,6,10,399.0,21.120561229946215,True
2021-10-25,2.2998430141287285,279.1438333333333,0,10,399.0,21.187137515045883,False
2021-10-26,1.379905808477237,279.14466666666664,1,10,399.0,21.160498357899336,False
2021-10-27,0.0,279.13775,2,10,399.0,21.107257088709478,False
2021-10-28,10.119309262166405,279.134375,3,10,399.0,21.054065240309527,False
2021-10-29,28.978021978021978,279.1669583333333,4,10,399.0,21.62846104661932,False
2021-10-30,1.379905808477237,279.16929166666665,5,10,399.0,21.547971002515,True
2021-10-31,1.8398744113029828,279.16704166666665,6,10,399.0,21.53456828062995,True
2021-11-01,0.0,279.1624583333333,0,11,399.0,21.44082299662611,False
2021-11-02,0.0,279.15816666666666,1,11,399.0,21.41406674577493,False
2021-11-03,0.9199372056514914,279.14912499999997,2,11,399.0,21.307164866247216,False
2021-11-04,0.0,279.1329583333333,3,11,399.0,21.240452853993347,False
2021-11-05,2.759811616954474,279.1310833333333,4,11,399.0,21.08065498485952,False
2021-11-06,5.519623233908948,279.12879166666664,5,11,399.0,21.0673570222463,True
2021-11-07,1.8398744113029828,279.1274583333333,6,11,399.0,21.01420225996266,True
2021-11-08,0.0,279.1233333333333,0,11,399.0,20.934562898688892,False
2021-11-09,0.0,279.11816666666664,1,11,399.0,20.84179271267574,False
2021-11-10,0.9199372056514914,279.11424999999997,2,11,399.0,20.80207832417523,False
2021-11-11,0.4599686028257457,279.10745833333334,3,11,399.0,20.696313887817148,False
2021-11-12,0.0,279.1017083333333,4,11,299.0,16.839305011596032,False
2021-11-13,6.43956043956044,279.1110416666666,5,11,299.0,16.90055399796049,True
2021-11-14,4.139717425431711,279.1209583333333,6,11,299.0,16.949613451656422,True
2021-11-15,0.4599686028257457,279.11966666666666,0,11,299.0,16.9250771773536,False
2021-11-16,0.0,279.11920833333335,1,11,299.0,16.949613451656422,False
2021-11-17,0.9199372056514914,279.12066666666664,2,11,299.0,16.9250771773536,False
2021-11-18,0.0,279.1204583333333,3,11,299.0,16.97416281587472,False
2021-11-19,0.0,279.122,4,11,299.0,16.93734531450501,False
2021-11-20,0.0,279.1222083333333,5,11,299.0,16.9250771773536,True
2021-11-21,0.0,279.120875,6,11,299.0,16.90055399796049,True
2021-11-22,0.9199372056514914,279.11633333333333,0,11,299.0,16.876043918477816,False
2021-11-23,0.9199372056514914,279.1173333333333,1,11,299.0,16.90055399796049,False
2021-11-24,1.8398744113029828,279.1185,2,11,299.0,16.9250771773536,False
2021-11-25,0.0,279.11516666666665,3,11,299.0,16.851546943912815,False
2021-11-26,0.0,279.10654166666666,4,11,299.0,16.839305011596032,False
2021-11-27,0.0,279.09929166666666,5,11,249.0,14.79439862699114,True
2021-11-28,0.0,279.10099999999994,6,11,249.0,14.79439862699114,True
2021-11-29,0.0,279.102625,0,11,249.0,14.841113127544572,False
2021-11-30,6.43956043956044,279.1045,1,11,249.0,14.911286533697778,False
2021-12-01,4.139717425431711,279.11112499999996,2,12,249.0,14.958136509240372,False
2021-12-02,0.4599686028257457,279.1152083333333,3,12,249.0,14.993311194038668,False
2021-12-03,3.21978021978022,279.12041666666664,4,12,249.0,15.028512917922928,False
2021-12-04,3.21978021978022,279.1272083333333,5,12,249.0,15.075498088973175,True
2021-12-05,7.359497645211931,279.13025,6,12,249.0,15.134307171419332,True
2021-12-06,3.6797488226059656,279.13033333333334,0,12,249.0,15.146077082429386,False
2021-12-07,1.379905808477237,279.1340833333333,1,12,249.0,15.193197171455807,False
2021-12-08,0.0,279.13170833333334,2,12,249.0,15.193197171455807,False
2021-12-09,0.0,279.12941666666666,3,12,249.0,15.169630387950184,False
2021-12-10,0.0,279.1294782608695,4,12,249.0,15.146077082429386,False
2021-12-11,0.0,279.12949999999995,5,12,249.0,15.146077082429386,True
2021-12-12,20.238618524332814,279.13462499999997,6,12,249.0,15.181413779702996,True
2021-12-13,22.998430141287287,279.16237499999994,0,12,249.0,15.453319767105924,False
2021-12-14,30.357927786499218,279.1769583333333,1,12,539.0,26.10748996157784,False
2021-12-15,66.69544740973313,279.23995833333333,2,12,1400.0,40.41240186758295,False
2021-12-16,1.379905808477237,279.20475,3,12,1400.0,39.03537321540327,False
2021-12-17,0.9199372056514914,279.1603333333333,4,12,1400.0,24.838599410198775,False
2021-12-18,0.0,279.14012499999995,5,12,349.0,19.378220357030038,True
2021-12-19,0.0,279.1335833333333,6,12,349.0,19.275186785418857,True
2021-12-20,0.9917355371625344,279.13012499999996,0,12,349.0,19.236606127013214,False
2021-12-21,0.0,279.1235,1,12,349.0,19.159514458193915,False
2021-12-22,1.7068062827225128,279.11887499999995,2,12,349.0,19.1338446878968,False
2021-12-23,0.0,279.11470833333334,3,12,349.0,19.082543187900544,False
2021-12-24,0.0,279.1069583333333,4,12,299.0,16.9250771773536,False
2021-12-25,0.0,279.11049999999994,5,12,299.0,16.888298958219153,True
2021-12-26,0.0,279.1099583333333,6,12,299.0,16.90055399796049,True
2021-12-27,0.0,279.10908333333333,0,12,299.0,16.888298958219153,False
2021-12-28,4.69371727748691,279.10974999999996,1,12,299.0,16.9250771773536,False
2021-12-29,0.0,279.10343478260864,2,12,299.0,16.9250771773536,False
2021-12-30,0.0,279.09499999999997,3,12,299.0,16.876043918477816,False
2021-12-31,0.0,279.08662499999997,4,12,299.0,16.827063079279252,False
2022-01-01,0.0,279.08504166666665,5,1,299.0,16.778134699893943,True
2022-01-02,0.0,279.0827083333333,6,1,299.0,16.717049700791847,True
